kelurahanid,subdistrictname,kelurahanname,recordstatus
685,TAMANSARI,TAMANSARI,1
686,TAMANSARI,TAMANSARI,1
687,TAMANSARI,TAMANSARI,1
688,TAMANSARI,TAMANSARI,1
689,TAMANSARI,TAMANSARI,1
690,TAMBORA,TAMBORA,1
691,TAMBORA,TAMBORA,1
692,TAMBORA,TAMBORA,1
693,TAMBORA,TAMBORA,1
694,TAMBORA,TAMBORA,1
695,TAMBORA,TAMBORA,1
696,TAMBORA,TAMBORA,1
697,TAMBORA,TAMBORA,1
698,TAMBORA,TAMBORA,1
699,TAMBORA,TAMBORA,1
700,TAMBORA,TAMBORA,1
701,CEMPAKA PUTIH,CEMPAKA PUTIH,1
702,CEMPAKA PUTIH,CEMPAKA PUTIH,1
703,CEMPAKA PUTIH,CEMPAKA PUTIH,1
704,CEMPAKA PUTIH,CEMPAKA PUTIH,1
705,GAMBIR,GAMBIR,1
706,GAMBIR,GAMBIR,1
707,GAMBIR,GAMBIR,1
708,GAMBIR,GAMBIR,1
709,GAMBIR,GAMBIR,1
710,GAMBIR,GAMBIR,1
711,GAMBIR,GAMBIR,1
712,JOHAR BARU,JOHAR BARU,1
713,JOHAR BARU,JOHAR BARU,1
714,JOHAR BARU,JOHAR BARU,1
715,JOHAR BARU,JOHAR BARU,1
716,JOHAR BARU,JOHAR BARU,1
717,KEMAYORAN,KEMAYORAN,1
718,KEMAYORAN,KEMAYORAN,1
719,KEMAYORAN,KEMAYORAN,1
720,KEMAYORAN,KEMAYORAN,1
721,KEMAYORAN,KEMAYORAN,1
722,KEMAYORAN,KEMAYORAN,1
723,MENTENG,MENTENG,1
724,MENTENG,MENTENG,1
725,MENTENG,MENTENG,1
726,MENTENG,MENTENG,1
727,MENTENG,MENTENG,1
728,MENTENG,MENTENG,1
729,SAWAH BESAR,SAWAH BESAR,1
730,SAWAH BESAR,SAWAH BESAR,1
731,SAWAH BESAR,SAWAH BESAR,1
732,SAWAH BESAR,SAWAH BESAR,1
733,SAWAH BESAR,SAWAH BESAR,1
734,SAWAH BESAR,SAWAH BESAR,1
735,SENEN,SENEN,1
736,SENEN,SENEN,1
737,SENEN,SENEN,1
738,SENEN,SENEN,1
739,SENEN,SENEN,1
740,SENEN,SENEN,1
741,TANAH ABANG,TANAH ABANG,1
742,TANAH ABANG,TANAH ABANG,1
743,TANAH ABANG,TANAH ABANG,1
744,TANAH ABANG,TANAH ABANG,1
745,TANAH ABANG,TANAH ABANG,1
746,TANAH ABANG,TANAH ABANG,1
747,TANAH ABANG,TANAH ABANG,1
748,TANAH ABANG,TANAH ABANG,1
749,TANAH ABANG,TANAH ABANG,1
750,TANAH ABANG,TANAH ABANG,1
751,CILANDAK,CILANDAK,1
752,CILANDAK,CILANDAK,1
753,CILANDAK,CILANDAK,1
754,CILANDAK,CILANDAK,1
755,CILANDAK,CILANDAK,1
756,CILANDAK,CILANDAK,1
757,JAGAKARSA,JAGAKARSA,1
758,JAGAKARSA,JAGAKARSA,1
759,JAGAKARSA,JAGAKARSA,1
760,JAGAKARSA,JAGAKARSA,1
761,JAGAKARSA,JAGAKARSA,1
762,JAGAKARSA,JAGAKARSA,1
763,JAGAKARSA,JAGAKARSA,1
764,KEBAYORAN BARU,KEBAYORAN BARU,1
765,KEBAYORAN BARU,KEBAYORAN BARU,1
766,KEBAYORAN BARU,KEBAYORAN BARU,1
767,KEBAYORAN BARU,KEBAYORAN BARU,1
768,KEBAYORAN BARU,KEBAYORAN BARU,1
769,KEBAYORAN BARU,KEBAYORAN BARU,1
770,KEBAYORAN BARU,KEBAYORAN BARU,1
771,KEBAYORAN BARU,KEBAYORAN BARU,1
772,KEBAYORAN BARU,KEBAYORAN BARU,1
773,KEBAYORAN BARU,KEBAYORAN BARU,1
774,KEBAYORAN LAMA,KEBAYORAN LAMA,1
775,KEBAYORAN LAMA,KEBAYORAN LAMA,1
776,KEBAYORAN LAMA,KEBAYORAN LAMA,1
777,KEBAYORAN LAMA,KEBAYORAN LAMA,1
778,KEBAYORAN LAMA,KEBAYORAN LAMA,1
779,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1
780,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1
781,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1
782,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1
783,MAMPANG PRAPATAN,MAMPANG PRAPATAN,1
784,PANCORAN,PANCORAN,1
785,PANCORAN,PANCORAN,1
786,PANCORAN,PANCORAN,1
787,PANCORAN,PANCORAN,1
788,PANCORAN,PANCORAN,1
789,PASAR MINGGU,PASAR MINGGU,1
790,PASAR MINGGU,PASAR MINGGU,1
791,PASAR MINGGU,PASAR MINGGU,1
792,PASAR MINGGU,PASAR MINGGU,1
793,PASAR MINGGU,PASAR MINGGU,1
794,PASAR MINGGU,PASAR MINGGU,1
795,PESANGGRAHAN,PESANGGRAHAN,1
796,PESANGGRAHAN,PESANGGRAHAN,1
797,PESANGGRAHAN,PESANGGRAHAN,1
798,PESANGGRAHAN,PESANGGRAHAN,1
799,PESANGGRAHAN,PESANGGRAHAN,1
800,SETIABUDI,SETIABUDI,1
801,SETIABUDI,SETIABUDI,1
802,SETIABUDI,SETIABUDI,1
803,SETIABUDI,SETIABUDI,1
804,SETIABUDI,SETIABUDI,1
805,SETIABUDI,SETIABUDI,1
806,SETIABUDI,SETIABUDI,1
807,SETIABUDI,SETIABUDI,1
808,SETIABUDI,SETIABUDI,1
809,TEBET,TEBET,1
810,TEBET,TEBET,1
811,TEBET,TEBET,1
812,TEBET,TEBET,1
813,TEBET,TEBET,1
814,TEBET,TEBET,1
815,TEBET,TEBET,1
816,TEBET,TEBET,1
817,CAKUNG,CAKUNG,1
818,CAKUNG,CAKUNG,1
819,CAKUNG,CAKUNG,1
820,CAKUNG,CAKUNG,1
821,CAKUNG,CAKUNG,1
822,CAKUNG,CAKUNG,1
823,CAKUNG,CAKUNG,1
824,CIPAYUNG,CIPAYUNG,1
825,CIPAYUNG,CIPAYUNG,1
826,CIPAYUNG,CIPAYUNG,1
827,CIPAYUNG,CIPAYUNG,1
828,CIPAYUNG,CIPAYUNG,1
829,CIPAYUNG,CIPAYUNG,1
830,CIPAYUNG,CIPAYUNG,1
831,CIPAYUNG,CIPAYUNG,1
832,CIRACAS,CIRACAS,1
833,CIRACAS,CIRACAS,1
834,CIRACAS,CIRACAS,1
835,CIRACAS,CIRACAS,1
836,CIRACAS,CIRACAS,1
837,DUREN SAWIT,DUREN SAWIT,1
838,DUREN SAWIT,DUREN SAWIT,1
839,DUREN SAWIT,DUREN SAWIT,1
840,DUREN SAWIT,DUREN SAWIT,1
841,DUREN SAWIT,DUREN SAWIT,1
842,DUREN SAWIT,DUREN SAWIT,1
843,JATINEGARA,JATINEGARA,1
844,JATINEGARA,JATINEGARA,1
845,JATINEGARA,JATINEGARA,1
846,JATINEGARA,JATINEGARA,1
847,JATINEGARA,JATINEGARA,1
848,JATINEGARA,JATINEGARA,1
849,JATINEGARA,JATINEGARA,1
850,JATINEGARA,JATINEGARA,1
851,JATINEGARA,JATINEGARA,1
852,KRAMAT JATI,KRAMAT JATI,1
853,KRAMAT JATI,KRAMAT JATI,1
854,KRAMAT JATI,KRAMAT JATI,1
855,KRAMAT JATI,KRAMAT JATI,1
856,KRAMAT JATI,KRAMAT JATI,1
857,KRAMAT JATI,KRAMAT JATI,1
858,KRAMAT JATI,KRAMAT JATI,1
859,MAKASAR,MAKASAR,1
860,MAKASAR,MAKASAR,1
861,MAKASAR,MAKASAR,1
862,MAKASAR,MAKASAR,1
863,MAKASAR,MAKASAR,1
864,MATRAMAN,MATRAMAN,1
865,MATRAMAN,MATRAMAN,1
866,MATRAMAN,MATRAMAN,1
867,MATRAMAN,MATRAMAN,1
868,MATRAMAN,MATRAMAN,1
869,MATRAMAN,MATRAMAN,1
870,PASAR REBO,PASAR REBO,1
871,PASAR REBO,PASAR REBO,1
872,PASAR REBO,PASAR REBO,1
873,PASAR REBO,PASAR REBO,1
874,PASAR REBO,PASAR REBO,1
875,PULO GADUNG,PULO GADUNG,1
876,PULO GADUNG,PULO GADUNG,1
877,PULO GADUNG,PULO GADUNG,1
878,PULO GADUNG,PULO GADUNG,1
879,PULO GADUNG,PULO GADUNG,1
880,PULO GADUNG,PULO GADUNG,1
881,PULO GADUNG,PULO GADUNG,1
882,CILINCING,CILINCING,1
883,CILINCING,CILINCING,1
884,CILINCING,CILINCING,1
885,CILINCING,CILINCING,1
886,CILINCING,CILINCING,1
887,KELAPA GADING,KELAPA GADING,1
888,KELAPA GADING,KELAPA GADING,1
889,KELAPA GADING,KELAPA GADING,1
890,KEPULAUAN SERIBU,KEPULAUAN SERIBU,1
891,KEPULAUAN SERIBU,KEPULAUAN SERIBU,1
892,KEPULAUAN SERIBU,KEPULAUAN SERIBU,1
893,KEPULAUAN SERIBU,KEPULAUAN SERIBU,1
894,KEPULAUAN SERIBU,KEPULAUAN SERIBU,1
895,KOJA,KOJA,1
896,KOJA,KOJA,1
897,KOJA,KOJA,1
898,KOJA,KOJA,1
899,KOJA,KOJA,1
900,PADEMANGAN,PADEMANGAN,1
901,PADEMANGAN,PADEMANGAN,1
902,PADEMANGAN,PADEMANGAN,1
903,PADEMANGAN,PADEMANGAN,1
904,PENJARINGAN,PENJARINGAN,1
905,PENJARINGAN,PENJARINGAN,1
906,PENJARINGAN,PENJARINGAN,1
907,PENJARINGAN,PENJARINGAN,1
908,PENJARINGAN,PENJARINGAN,1
909,TANJUNG PRIOK,TANJUNG PRIOK,1
910,TANJUNG PRIOK,TANJUNG PRIOK,1
911,TANJUNG PRIOK,TANJUNG PRIOK,1
912,TANJUNG PRIOK,TANJUNG PRIOK,1
913,TANJUNG PRIOK,TANJUNG PRIOK,1
914, PEMAYUNG, PEMAYUNG,1
915,BAJUBANG,BAJUBANG,1
916,BAJUBANG,BAJUBANG,1
917,BAJUBANG,BAJUBANG,1
918,BATIN XXIV,BATIN XXIV,1
919,BATIN XXIV,BATIN XXIV,1
920,MARO SEBO ILIR,MARO SEBO ILIR,1
921,MARO SEBO ILIR,MARO SEBO ILIR,1
922,MARO SEBO ULU,MARO SEBO ULU,1
923,MERSAM,MERSAM,1
924,MERSAM,MERSAM,1
925,MUARA BULIAN,MUARA BULIAN,1
926,MUARA BULIAN,MUARA BULIAN,1
927,MUARA BULIAN,MUARA BULIAN,1
928,MUARA BULIAN,MUARA BULIAN,1
929,MUARA BULIAN,MUARA BULIAN,1
930,MUARA TEMBESI,MUARA TEMBESI,1
931,MUARA TEMBESI,MUARA TEMBESI,1
932,BATHIN III,BATHIN III,1
933,BATHIN III,BATHIN III,1
934,BATHIN III,BATHIN III,1
935,BUNGO DHANI,BUNGO DHANI,1
936,BUNGO DHANI,BUNGO DHANI,1
937,BUNGO DHANI,BUNGO DHANI,1
938,JUJUHAN,JUJUHAN,1
939,JUJUHAN,JUJUHAN,1
940,MUARA BUNGO,MUARA BUNGO,1
941,MUARA BUNGO,MUARA BUNGO,1
942,MUARA BUNGO,MUARA BUNGO,1
943,MUARA BUNGO,MUARA BUNGO,1
944,MUARA BUNGO,MUARA BUNGO,1
945,MUARA BUNGO,MUARA BUNGO,1
946,MUARA BUNGO,MUARA BUNGO,1
947,MUARA BUNGO,MUARA BUNGO,1
948,PASAR MUARA BUNGO,PASAR MUARA BUNGO,1
949,PASAR MUARA BUNGO,PASAR MUARA BUNGO,1
950,PASAR MUARA BUNGO,PASAR MUARA BUNGO,1
951,PASAR MUARA BUNGO,PASAR MUARA BUNGO,1
952,PELEPAT,PELEPAT,1
953,PELEPAT,PELEPAT,1
954,PELEPAT,PELEPAT,1
955,PELEPAT ILIR,PELEPAT ILIR,1
956,PELEPAT ILIR,PELEPAT ILIR,1
957,PELEPAT ILIR,PELEPAT ILIR,1
958,RANTAU PANDAN,RANTAU PANDAN,1
959,RANTAU PANDAN,RANTAU PANDAN,1
960,RIMBO TENGAH,RIMBO TENGAH,1
961,RIMBO TENGAH,RIMBO TENGAH,1
962,RIMBO TENGAH,RIMBO TENGAH,1
963,TANAH SEPENGGAL,TANAH SEPENGGAL,1
964,TANAH SEPENGGAL,TANAH SEPENGGAL,1
965,TANAH SEPENGGAL LINTAS,TANAH SEPENGGAL LINTAS,1
966,TANAH SEPENGGAL LINTAS,TANAH SEPENGGAL LINTAS,1
967,TANAH SEPENGGAL LINTAS,TANAH SEPENGGAL LINTAS,1
968,TANAH TUMBUH,TANAH TUMBUH,1
969,DANAU TELUK,DANAU TELUK,1
970,DANAU TELUK,DANAU TELUK,1
971,DANAU TELUK,DANAU TELUK,1
972,DANAU TELUK,DANAU TELUK,1
973,DANAU TELUK,DANAU TELUK,1
974,JAMBI SELATAN,JAMBI SELATAN,1
975,JAMBI SELATAN,JAMBI SELATAN,1
976,JAMBI SELATAN,JAMBI SELATAN,1
977,JAMBI SELATAN,JAMBI SELATAN,1
978,JAMBI SELATAN,JAMBI SELATAN,1
979,JAMBI SELATAN,JAMBI SELATAN,1
980,JAMBI TIMUR,JAMBI TIMUR,1
981,JAMBI TIMUR,JAMBI TIMUR,1
982,JAMBI TIMUR,JAMBI TIMUR,1
983,JAMBI TIMUR,JAMBI TIMUR,1
984,JAMBI TIMUR,JAMBI TIMUR,1
985,JAMBI TIMUR,JAMBI TIMUR,1
986,JAMBI TIMUR,JAMBI TIMUR,1
987,JELUTUNG,JELUTUNG,1
988,JELUTUNG,JELUTUNG,1
989,JELUTUNG,JELUTUNG,1
990,JELUTUNG,JELUTUNG,1
991,JELUTUNG,JELUTUNG,1
992,KOTA BARU,KOTA BARU,1
993,KOTA BARU,KOTA BARU,1
994,KOTA BARU,KOTA BARU,1
995,KOTA BARU,KOTA BARU,1
996,KOTA BARU,KOTA BARU,1
997,KOTA BARU,KOTA BARU,1
998,KOTA BARU,KOTA BARU,1
999,PASAR JAMBI,PASAR JAMBI,1
1000,PASAR JAMBI,PASAR JAMBI,1
1001,PASAR JAMBI,PASAR JAMBI,1
1002,PASAR JAMBI,PASAR JAMBI,1
1003,PELAYANGAN,PELAYANGAN,1
1004,PELAYANGAN,PELAYANGAN,1
1005,PELAYANGAN,PELAYANGAN,1
1006,PELAYANGAN,PELAYANGAN,1
1007,PELAYANGAN,PELAYANGAN,1
1008,PELAYANGAN,PELAYANGAN,1
1009,TELANAIPURA,TELANAIPURA,1
1010,TELANAIPURA,TELANAIPURA,1
1011,TELANAIPURA,TELANAIPURA,1
1012,TELANAIPURA,TELANAIPURA,1
1013,TELANAIPURA,TELANAIPURA,1
1014,AIR HANGAT,AIR HANGAT,1
1015,AIR HANGAT,AIR HANGAT,1
1016,DANAU KERINCI,DANAU KERINCI,1
1017,GUNUNG KERINCI,GUNUNG KERINCI,1
1018,GUNUNG KERINCI,GUNUNG KERINCI,1
1019,GUNUNG KERINCI,GUNUNG KERINCI,1
1020,GUNUNG RAYA,GUNUNG RAYA,1
1021,GUNUNG RAYA,GUNUNG RAYA,1
1022,KELILING DANAU,KELILING DANAU,1
1023,KPK BATANG MERANGIN,KPK BATANG MERANGIN,1
1024,KPK HAMPARAN RAWANG,KPK HAMPARAN RAWANG,1
1025,KPK KAYU ARO,KPK KAYU ARO,1
1026,KPK SUNGAI TUTUNG,KPK SUNGAI TUTUNG,1
1027,SITINJAU LAUT,SITINJAU LAUT,1
1028,SITINJAU LAUT,SITINJAU LAUT,1
1029,SUNGAI PENUH,SUNGAI PENUH,1
1030,SUNGAI PENUH,SUNGAI PENUH,1
1031,SUNGAI PENUH,SUNGAI PENUH,1
1032,SUNGAI PENUH,SUNGAI PENUH,1
1033,SUNGAI PENUH,SUNGAI PENUH,1
1034,SUNGAI PENUH,SUNGAI PENUH,1
1035,BANGKO,BANGKO,1
1036,BANGKO,BANGKO,1
1037,BANGKO,BANGKO,1
1038,BANGKO,BANGKO,1
1039,BANGKO,BANGKO,1
1040,BANGKO,BANGKO,1
1041,BANGKO,BANGKO,1
1042,BANGKO,BANGKO,1
1043,BANGKO,BANGKO,1
1044,BANGKO,BANGKO,1
1045,BANGKO,BANGKO,1
1046,JANGKAT,JANGKAT,1
1047,KPK TABIR ULU,KPK TABIR ULU,1
1048,MUARA SIAU,MUARA SIAU,1
1049,PEMENANG,PEMENANG,1
1050,SUNGAI MANAU,SUNGAI MANAU,1
1051,TABIR,TABIR,1
1052,TABIR SELATAN,TABIR SELATAN,1
1053,TABIR SELATAN,TABIR SELATAN,1
1054, MESTONG, MESTONG,1
1055,JAMBI LUAR KOTA,JAMBI LUAR KOTA,1
1056,KUMPAH ULU,KUMPAH ULU,1
1057,KUMPEH,KUMPEH,1
1058,MARO SEBO,MARO SEBO,1
1059,SEKERNAN,SEKERNAN,1
1060,SUNGAI BAHAR,SUNGAI BAHAR,1
1061,SUNGAI GELAM,SUNGAI GELAM,1
1062,BATANG ASAI,BATANG ASAI,1
1063,BATANG ASAI,BATANG ASAI,1
1064,BATANG ASAI,BATANG ASAI,1
1065,LIMUN,LIMUN,1
1066,MANDI ANGIN,MANDI ANGIN,1
1067,PAUH,PAUH,1
1068,PAUH,PAUH,1
1069,PAUH,PAUH,1
1070,PAUH,PAUH,1
1071,PAUH,PAUH,1
1072,PAUH,PAUH,1
1073,PAUH,PAUH,1
1074,PAUH,PAUH,1
1075,PAUH,PAUH,1
1076,PAUH,PAUH,1
1077,PAUH,PAUH,1
1078,PAUH,PAUH,1
1079,PELAWAN SINGKUT,PELAWAN SINGKUT,1
1080,PELAWAN SINGKUT,PELAWAN SINGKUT,1
1081,PELAWAN SINGKUT,PELAWAN SINGKUT,1
1082,SAROLANGUN,SAROLANGUN,1
1083,SAROLANGUN,SAROLANGUN,1
1084,BETARA,BETARA,1
1085,MERLUNG,MERLUNG,1
1086,PENGABUAN,PENGABUAN,1
1087,TUNGKAL ILIR,TUNGKAL ILIR,1
1088,TUNGKAL ULU,TUNGKAL ULU,1
1089,BERBAK,BERBAK,1
1090,DENDANG,DENDANG,1
1091,DENDANG,DENDANG,1
1092,GERAGAI,GERAGAI,1
1093,KUALA JAMBI,KUALA JAMBI,1
1094,MENDAHARA,MENDAHARA,1
1095,MENDAHARA ULU,MENDAHARA ULU,1
1096,MUARA SABAK BARAT,MUARA SABAK BARAT,1
1097,MUARA SABAK TIMUR,MUARA SABAK TIMUR,1
1098,NIPAH PANJANG,NIPAH PANJANG,1
1099,RANTAU RASAU,RANTAU RASAU,1
1100,SADU,SADU,1
1101,KPK SUMAY,KPK SUMAY,1
1102,KPK TUJUH KOTO,KPK TUJUH KOTO,1
1103,RIMBO BUJANG,RIMBO BUJANG,1
1104,RIMBO ILIR,RIMBO ILIR,1
1105,RIMBO ILIR,RIMBO ILIR,1
1106,TEBO ILIR,TEBO ILIR,1
1107,TEBO TENGAH,TEBO TENGAH,1
1108,TEBO ULU,TEBO ULU,1
1109,TEBO ULU,TEBO ULU,1
1110,ANDIR,ANDIR,1
1111,ANDIR,ANDIR,1
1112,ANDIR,ANDIR,1
1113,ANDIR,ANDIR,1
1114,ARCAMANIK,ARCAMANIK,1
1115,ARCAMANIK,ARCAMANIK,1
1116,ARCAMANIK,ARCAMANIK,1
1117,ARCAMANIK,ARCAMANIK,1
1118,ARJASARI,ARJASARI,1
1119,ASTANA ANYAR,ASTANA ANYAR,1
1120,ASTANA ANYAR,ASTANA ANYAR,1
1121,ASTANA ANYAR,ASTANA ANYAR,1
1122,ASTANA ANYAR,ASTANA ANYAR,1
1123,BABAKAN CIPARAY,BABAKAN CIPARAY,1
1124,BABAKAN CIPARAY,BABAKAN CIPARAY,1
1125,BABAKAN CIPARAY,BABAKAN CIPARAY,1
1126,BABAKAN CIPARAY,BABAKAN CIPARAY,1
1127,BABAKAN CIPARAY,BABAKAN CIPARAY,1
1128,BALEENDAH,BALEENDAH,1
1129,BANDUNG KIDUL,BANDUNG KIDUL,1
1130,BANDUNG KIDUL,BANDUNG KIDUL,1
1131,BANDUNG KIDUL,BANDUNG KIDUL,1
1132,BANDUNG KIDUL,BANDUNG KIDUL,1
1133,BANDUNG KIDUL,BANDUNG KIDUL,1
1134,BANDUNG KULON,BANDUNG KULON,1
1135,BANDUNG KULON,BANDUNG KULON,1
1136,BANDUNG KULON,BANDUNG KULON,1
1137,BANDUNG KULON,BANDUNG KULON,1
1138,BANDUNG KULON,BANDUNG KULON,1
1139,BANDUNG KULON,BANDUNG KULON,1
1140,BANDUNG WETAN,BANDUNG WETAN,1
1141,BANDUNG WETAN,BANDUNG WETAN,1
1142,BANDUNG WETAN,BANDUNG WETAN,1
1143,BANDUNG WETAN,BANDUNG WETAN,1
1144,BANJARAN,BANJARAN,1
1145,BANJARAN,BANJARAN,1
1146,BATUJAJAR,BATUJAJAR,1
1147,BATUNUNGGAL,BATUNUNGGAL,1
1148,BATUNUNGGAL,BATUNUNGGAL,1
1149,BATUNUNGGAL,BATUNUNGGAL,1
1150,BATUNUNGGAL,BATUNUNGGAL,1
1151,BATUNUNGGAL,BATUNUNGGAL,1
1152,BATUNUNGGAL,BATUNUNGGAL,1
1153,BOJONG LOA KALER,BOJONG LOA KALER,1
1154,BOJONG LOA KALER,BOJONG LOA KALER,1
1155,BOJONG LOA KALER,BOJONG LOA KALER,1
1156,BOJONG LOA KALER,BOJONG LOA KALER,1
1157,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1158,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1159,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1160,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1161,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1162,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1163,BOJONG LOA KIDUL,BOJONG LOA KIDUL,1
1164,BOJONGSOANG,BOJONGSOANG,1
1165,BOJONGSOANG,BOJONGSOANG,1
1166,BOJONGSOANG,BOJONGSOANG,1
1167,CIBEUNYING KALER,CIBEUNYING KALER,1
1168,CIBEUNYING KALER,CIBEUNYING KALER,1
1169,CIBEUNYING KALER,CIBEUNYING KALER,1
1170,CIBEUNYING KALER,CIBEUNYING KALER,1
1171,CIBEUNYING KALER,CIBEUNYING KALER,1
1172,CIBEUNYING KIDUL,CIBEUNYING KIDUL,1
1173,CIBEUNYING KIDUL,CIBEUNYING KIDUL,1
1174,CIBEUNYING KIDUL,CIBEUNYING KIDUL,1
1175,CIBEUNYING KIDUL,CIBEUNYING KIDUL,1
1176,CIBEUNYING KIDUL,CIBEUNYING KIDUL,1
1177,CIBIRU,CIBIRU,1
1178,CIBIRU,CIBIRU,1
1179,CIBIRU,CIBIRU,1
1180,CICADAS,CICADAS,1
1181,CICADAS,CICADAS,1
1182,CICADAS,CICADAS,1
1183,CICADAS,CICADAS,1
1184,CICALENGKA,CICALENGKA,1
1185,CICENDO,CICENDO,1
1186,CICENDO,CICENDO,1
1187,CICENDO,CICENDO,1
1188,CICENDO,CICENDO,1
1189,CICENDO,CICENDO,1
1190,CIDADAP,CIDADAP,1
1191,CIDADAP,CIDADAP,1
1192,CIDADAP,CIDADAP,1
1193,CIDADAP,CIDADAP,1
1194,CIDADAP,CIDADAP,1
1195,CIKALONG WETAN,CIKALONG WETAN,1
1196,CIKANCUNG,CIKANCUNG,1
1197,CILENGKRANG,CILENGKRANG,1
1198,CILENGKRANG,CILENGKRANG,1
1199,CILEUNYI,CILEUNYI,1
1200,CILILIN,CILILIN,1
1201,CIMAUNG,CIMAUNG,1
1202,CIMAUNG,CIMAUNG,1
1203,CIMENYAN,CIMENYAN,1
1204,CIMENYAN,CIMENYAN,1
1205,CIMENYAN,CIMENYAN,1
1206,CIMENYAN,CIMENYAN,1
1207,CIMENYAN,CIMENYAN,1
1208,CIMENYAN,CIMENYAN,1
1209,CIMENYAN,CIMENYAN,1
1210,CIMENYAN,CIMENYAN,1
1211,CIMENYAN,CIMENYAN,1
1212,CIPARAY,CIPARAY,1
1213,CIPATAT,CIPATAT,1
1214,CIPEUNDEUY,CIPEUNDEUY,1
1215,CIPEUNDEUY,CIPEUNDEUY,1
1216,CIPEUNDEUY,CIPEUNDEUY,1
1217,CIPONGKOR,CIPONGKOR,1
1218,CISARUA,CISARUA,1
1219,CISARUA,CISARUA,1
1220,CISARUA,CISARUA,1
1221,CISARUA,CISARUA,1
1222,CIWIDEY,CIWIDEY,1
1223,COBLONG,COBLONG,1
1224,COBLONG,COBLONG,1
1225,COBLONG,COBLONG,1
1226,COBLONG,COBLONG,1
1227,COBLONG,COBLONG,1
1228,COBLONG,COBLONG,1
1229,DAYEUHKOLOT,DAYEUHKOLOT,1
1230,DAYEUHKOLOT,DAYEUHKOLOT,1
1231,DAYEUHKOLOT,DAYEUHKOLOT,1
1232,DAYEUHKOLOT,DAYEUHKOLOT,1
1233,DAYEUHKOLOT,DAYEUHKOLOT,1
1234,DAYEUHKOLOT,DAYEUHKOLOT,1
1235,GUNUNG HALU,GUNUNG HALU,1
1236,IBUN,IBUN,1
1237,KATAPANG,KATAPANG,1
1238,KATAPANG,KATAPANG,1
1239,KATAPANG,KATAPANG,1
1240,KATAPANG,KATAPANG,1
1241,KERTASARI,KERTASARI,1
1242,KIARACONDONG,KIARACONDONG,1
1243,KIARACONDONG,KIARACONDONG,1
1244,KIARACONDONG,KIARACONDONG,1
1245,KIARACONDONG,KIARACONDONG,1
1246,KIARACONDONG,KIARACONDONG,1
1247,KIARACONDONG,KIARACONDONG,1
1248,LEMBANG,LEMBANG,1
1249,LEMBANG,LEMBANG,1
1250,LENGKONG,LENGKONG,1
1251,LENGKONG,LENGKONG,1
1252,LENGKONG,LENGKONG,1
1253,LENGKONG,LENGKONG,1
1254,LENGKONG,LENGKONG,1
1255,LENGKONG,LENGKONG,1
1256,LENGKONG,LENGKONG,1
1257,LENGKONG,LENGKONG,1
1258,MAJALAYA,MAJALAYA,1
1259,MAJALAYA,MAJALAYA,1
1260,MAJALAYA,MAJALAYA,1
1261,MARGAASIH,MARGAASIH,1
1262,MARGAASIH,MARGAASIH,1
1263,MARGAASIH,MARGAASIH,1
1264,MARGACINTA,MARGACINTA,1
1265,MARGACINTA,MARGACINTA,1
1266,MARGACINTA,MARGACINTA,1
1267,MARGACINTA,MARGACINTA,1
1268,MARGAHAYU,MARGAHAYU,1
1269,MARGAHAYU,MARGAHAYU,1
1270,MARGAHAYU,MARGAHAYU,1
1271,MARGAHAYU,MARGAHAYU,1
1272,MARGAHAYU,MARGAHAYU,1
1273,NGAMPRAH,NGAMPRAH,1
1274,PACET,PACET,1
1275,PACET,PACET,1
1276,PACET,PACET,1
1277,PADALARANG,PADALARANG,1
1278,PADALARANG,PADALARANG,1
1279,PAMEUNGPEUK,PAMEUNGPEUK,1
1280,PAMEUNGPEUK,PAMEUNGPEUK,1
1281,PANGALENGAN,PANGALENGAN,1
1282,PARONGPONG,PARONGPONG,1
1283,PASEH,PASEH,1
1284,PASEH,PASEH,1
1285,PASIRJAMBU,PASIRJAMBU,1
1286,RANCAEKEK,RANCAEKEK,1
1287,RANCASARI,RANCASARI,1
1288,RANCASARI,RANCASARI,1
1289,RANCASARI,RANCASARI,1
1290,RANCASARI,RANCASARI,1
1291,RANCASARI,RANCASARI,1
1292,REGOL,REGOL,1
1293,REGOL,REGOL,1
1294,REGOL,REGOL,1
1295,REGOL,REGOL,1
1296,REGOL,REGOL,1
1297,REGOL,REGOL,1
1298,SINDANGKERTA,SINDANGKERTA,1
1299,SOREANG,SOREANG,1
1300,SOREANG,SOREANG,1
1301,SOREANG,SOREANG,1
1302,SOREANG,SOREANG,1
1303,SOREANG,SOREANG,1
1304,SOREANG,SOREANG,1
1305,SOREANG,SOREANG,1
1306,SOREANG,SOREANG,1
1307,SOREANG,SOREANG,1
1308,SOREANG,SOREANG,1
1309,SUKAJADI,SUKAJADI,1
